# THALASSA - GRAVITY FIELD FILE
# Contains normalized spherical harmonics coefficients and physical constants.
# Body:                              Earth
# Model:                             GRIM5-S1 (static)
# Max degree:                        99
# Max order:                         95
# GM [km^3/s^2]:                     3.986004414498200E+05
# Ellipsoid semi-major axis [km]:    6.378136460000000E+03
# 1/flattening:                      2.982576500000000E+02
# Angular velocity [rad/s]:          0.729211585530660E-04
# Normalized spherical harmonics coefficients:
#l  m                      Cbar                     Sbar
89 22   1.63378592275419999E-11  2.84055789988240004E-11 
89 23  -1.96789722757840014E-11 -1.92956520075659993E-11 
89 24   1.56486528924749991E-11  2.65216254423109997E-11 
89 25   3.03295364972590022E-11  3.47757354479319972E-11 
89 26  -3.03226558977110006E-11 -1.24895438284720006E-10 
89 27  -3.31821901738659973E-11 -7.48021283293159953E-12 
89 28   4.20024937323919974E-11  5.62764045566620018E-11 
89 29   3.02489721819639990E-11  2.56248857995019992E-11 
89 30  -1.82857293434880007E-10 -2.07177201491160004E-11 
89 31   1.36421778576359997E-10 -2.12837889428650010E-10 
89 32  -1.70284617211940012E-11 -6.32408776627560044E-11 
89 33  -1.42303081467180001E-11  1.80719104417269997E-11 
89 34  -8.25767892495849980E-12 -3.28385829539309991E-11 
89 35   4.33061880694280025E-11 -8.91694001360049976E-12 
89 36  -3.43416382944229998E-11 -2.98482899584209981E-11 
89 37   3.81632970942359978E-12  2.26190554895299995E-11 
89 38   1.86823839506670001E-11  4.09492440060950024E-12 
89 39  -3.71682925520939988E-11 -4.77923801664880002E-11 
89 40   9.82713617503200022E-11 -3.81481240015049985E-11 
89 41   7.77589409744409988E-11  3.56532275684479999E-11 
89 42  -9.57411897506110027E-11 -1.00693315115050003E-10 
89 43  -7.88242472962420005E-11  2.09801291151690000E-10 
89 44   2.75176462122649985E-11  1.21047404317030010E-10 
89 45  -2.45111078856649997E-11 -1.14470644420770008E-11 
89 46   1.22436627169279996E-10 -5.97923103568859994E-11 
89 47  -1.19160520314730008E-11 -1.16756209352519996E-10 
89 48   1.33271797396800006E-10  1.72525855117220013E-10 
89 49  -5.01420289751440005E-12  4.05845181401190006E-11 
89 50  -7.46902323240079974E-11 -2.11658635100630001E-10 
89 51   3.19397967825879974E-11  7.08288036267039979E-11 
89 52   6.44473674345760010E-11  1.18736704146510003E-10 
89 53  -2.63799800511430002E-10 -7.73845228916850048E-11 
89 54   9.00656371924149936E-11  2.58336893370889991E-12 
89 55  -3.93057203656460026E-11  1.72323626425219999E-11 
89 56   1.26224440364390000E-10  1.15458963122689998E-10 
89 57  -1.01121195259670005E-10  6.52207117974730013E-11 
89 58   9.70259315303339995E-11 -9.25782356140029991E-11 
89 59  -1.59512470436759989E-10  3.24699178244839998E-11 
89 60  -1.12688112552940005E-10  1.56649304485509998E-10 
89 61   1.00959773982339996E-10 -2.96064021292970026E-10 
89 62  -4.58917058959800010E-11  7.41736123488069991E-11 
89 63   3.55026481468699992E-11  6.69099814311089966E-11 
89 64   4.93230205626259987E-11  1.65019676271880008E-10 
89 65  -6.72581605640110003E-11  7.75424188684529939E-11 
89 66  -1.08933354114970004E-10 -8.45691625347109959E-11 
89 67   4.46603833624949968E-11  6.19298334693549977E-11 
89 68  -4.58029275875220027E-11  7.39054235962230041E-11 
89 69  -8.22861636793930049E-11  4.67473864993309987E-11 
89 70   1.65525538458800010E-10 -1.33761976666810004E-10 
89 71  -1.87799698337690004E-10  1.82079669708719989E-10 
89 72   6.98896211751449980E-11 -5.54223325745909988E-11 
89 73   7.49703477095559954E-11  1.08700152361989998E-10 
89 74  -3.06947148742620012E-11 -8.49088257022460003E-11 
89 75  -7.17542352921379939E-11  1.34504631609159990E-10 
89 76   8.53827954761559969E-11 -1.49079118908479993E-10 
89 77  -8.43356234276889954E-11  8.68582376831409976E-11 
89 78   3.94176520546089968E-11  9.17479754336050016E-12 
89 79  -2.43783097307939995E-11 -1.48095941159069999E-11 
89 80   6.94050975319539965E-12  8.02141840212609959E-12 
89 81  -8.62514688341449990E-13 -2.10090241424830019E-12 
89 82  -1.57486024797930006E-13  5.28101454133290023E-13 
89 83  -7.05103652771920003E-14  6.32919434034610023E-14 
89 84   8.17580033792360038E-14 -3.06196408588310010E-14 
89 85  -2.59597607613930002E-11 -3.64496440272209974E-11 
89 86  -4.31837343287100021E-10 -1.42054593773230005E-10 
89 87   1.09971218856030008E-11  3.57172113676400020E-12 
89 88   3.86788683307530017E-14  7.46802070396519996E-15 
89 89  -1.49708923327930008E-15  1.19541138660970000E-14 
90  0  -1.10240411603580003E-10  0.00000000000000000E+00 
90  1   4.34879603740639993E-11  9.75275830863750030E-12 
90  2  -3.36472552713899999E-12  1.84088105758450007E-11 
90  3   2.27078063431069984E-12 -9.22134134833919938E-12 
90  4   1.65071658540040003E-11  3.81903811568150019E-12 
90  5   8.13655177304839953E-13 -2.26958182086139999E-11 
90  6   1.21441710494819993E-11 -4.50709399535639971E-12 
90  7  -1.05868114166770002E-11  4.37121251787649965E-12 
90  8   1.81903426763769994E-11  8.47637794558920065E-12 
90  9   4.18667404046470025E-11  1.81829320016850007E-11 
90 10  -2.47881484038570009E-11 -8.13998439360900017E-12 
90 11   7.23260301181049995E-12 -2.16801817151819998E-11 
90 12  -3.09447227283700019E-11  8.56527754594660036E-11 
90 13   8.81894203702269937E-12  1.07915354202679995E-11 
90 14   9.57737385201449940E-11  6.41550014534739982E-12 
90 15  -7.47308103637190046E-11  3.19714519189099968E-11 
90 16  -6.95446044711459936E-11 -3.75948331748819994E-12 
90 17   4.47840928913250000E-12 -2.72221632391990001E-12 
90 18   1.48529243604070006E-11  3.18987352892159991E-11 
90 19   3.56226057037000004E-12  5.52762332741329997E-12 
90 20   3.05841842693919985E-11 -1.06313876428820004E-11 
90 21  -1.08354691726459996E-13 -5.33137179022419975E-12 
90 22   3.33409062560670016E-12 -7.41633518367229919E-12 
90 23   1.86199903502569982E-12 -7.29211301103229991E-12 
90 24   3.00120292745140008E-12 -1.38057727144740003E-12 
90 25  -1.76087210493610009E-11  8.90643901545470005E-13 
90 26  -3.37049181908059968E-11 -3.80152027721919987E-12 
90 27   3.74072210610110018E-11  5.91661871365200001E-12 
90 28  -6.51039787906349951E-14 -1.79150355867100008E-11 
90 29   2.36766722083819997E-11  7.15560937678249975E-11 
90 30   3.37807863556209978E-11 -2.92229185376370006E-11 
90 31   5.06275363119399968E-11  5.62377525751060021E-12 
90 32   1.06169030821799999E-10  7.99324433066040037E-11 
90 33   5.18989545548499963E-12  2.05915272221459995E-11 
90 34   1.32464346567910006E-11  4.67310755082500024E-11 
90 35  -2.25312894826700006E-11 -3.72472750375059986E-12 
90 36  -4.04530791886659974E-11  1.12468972795410003E-12 
90 37   2.26748430794550002E-11 -2.23147774595630012E-11 
90 38  -1.74136710654109995E-12  7.36937664904180005E-12 
90 39  -1.77035829799439992E-11  5.38591017820069997E-11 
90 40  -1.28467425375680002E-10 -4.57857386832789995E-12 
90 41  -2.01587645662769990E-11 -4.24710639966149993E-11 
90 42   4.62896901567900022E-11  4.40134871751159984E-11 
90 43   3.46530086087490017E-11  3.53181051475869983E-11 
90 44  -6.37957812543109953E-11 -3.02368315383949971E-11 
90 45  -9.01463915120330041E-11 -6.95514799584450015E-11 
90 46   1.15517374226710006E-10  1.45542534435870001E-10 
90 47   7.27326099200430012E-11  1.38435384091620011E-10 
90 48   4.45266894996349990E-11 -4.48279768654370017E-12 
90 49  -3.46384277761659989E-11 -5.64543898299809969E-11 
90 50   7.05609227079419995E-12  8.89487198514310061E-11 
90 51   3.38906517758929974E-11  5.13747760570650032E-11 
90 52  -7.00346270374330036E-11 -1.53656371790650011E-10 
90 53   6.40663786953030035E-12  1.80624889999739992E-10 
90 54  -2.35557300012970009E-11  2.28862963147000002E-11 
90 55   5.01404087285530025E-11 -8.06063854529490015E-11 
90 56  -7.04400358917510004E-12  1.24869127773989992E-11 
90 57  -4.63237101179430039E-12  5.82417705910820027E-11 
90 58  -4.35872297574410019E-12 -7.62494010171489970E-11 
90 59   2.86401744647939989E-11  1.00000570800829995E-10 
90 60   3.17576121734560004E-11  2.54801795980130015E-11 
90 61  -1.40228300027880010E-10  3.33421759896179985E-11 
90 62  -2.32583497422350003E-10  3.49493233757650014E-12 
90 63   5.99739655192849976E-11  4.72691426378550012E-11 
90 64   1.42450472400060007E-10 -1.94157104894010001E-11 
90 65  -1.96236676979459994E-10 -2.09110734651749989E-10 
90 66   1.20887217082139989E-10  2.26258036093800013E-10 
90 67   3.27361500055340019E-11 -7.99738893966190017E-11 
90 68  -4.93673592155000017E-11 -4.30573947320729997E-13 
90 69  -1.98089653696690006E-11  1.36132292647930009E-10 
90 70   1.52723490991809990E-11 -1.33623613410989997E-10 
90 71   1.25424733108630001E-11  2.62531054616030016E-10 
90 72   7.35368062626870008E-11 -1.34191495628470007E-10 
90 73  -1.13761207666510002E-10  1.22440890713499994E-10 
90 74  -7.61843615906299949E-11 -4.76172602524100032E-11 
90 75   1.87881055726299988E-10  4.93735987328520011E-11 
90 76  -2.23150602661679994E-10 -4.11259464112589981E-11 
90 77  -1.71865163833289990E-10  1.21548977988030000E-10 
90 78  -4.47006772024860022E-11 -5.39090292797470027E-11 
90 79   1.46717851407389998E-11  1.55870478078869990E-11 
90 80  -1.28405761699609995E-13 -1.96570521655240000E-12 
90 81   6.05399011281349963E-13 -1.16101454851690002E-12 
90 82   4.43873463370059997E-13  4.96039870646259956E-13 
90 83   3.18765922721650023E-14  1.13152172461659996E-13 
90 84   3.22797432221549988E-14 -9.61374362789969937E-14 
90 85  -7.09688775519129988E-12 -2.67526355093609994E-12 
90 86   5.28347661744200002E-11 -2.25412185442699995E-10 
90 87   1.29513116038730008E-11  3.70083963248159984E-11 
90 88   2.43017085365159987E-14  5.74052137629029974E-15 
90 89  -4.25333888854660031E-15  4.31549371254510025E-14 
90 90  -1.37192240028410003E-14 -8.72403471622079994E-15 
91  0  -1.53829981993760004E-11  0.00000000000000000E+00 
91  1  -5.88464298722540031E-11 -6.83655000642760007E-12 
91  2  -2.85128320935760000E-12  4.94376154593120036E-13 
91  3   1.35794232260149996E-11 -4.38711173825630003E-12 
91  4   7.53265632747739930E-12  7.34080745062640013E-12 
91  5  -1.59703952982890003E-12  7.49687304751359957E-12 
91  6   1.05444226049189995E-11 -4.94033147319289981E-12 
91  7   1.85080207775209991E-11  5.37921801079920017E-12 
91  8  -6.17273889511080034E-12 -1.03771402667420008E-11 
91  9  -9.31945654363599991E-12 -1.94534056370919995E-11 
91 10  -9.67041532177989940E-12  1.97518175732430001E-11 
91 11  -3.92844239624890009E-11  2.22145177844139984E-11 
91 12   2.38305315631980010E-11  3.68241847527050008E-12 
91 13   5.53501115542739998E-11  2.35802859857740020E-12 
91 14  -4.95816343319740025E-11 -8.44035399681939963E-12 
91 15  -3.53069722264029999E-11  6.01292378309199946E-11 
91 16   1.20967848321060001E-11  5.28740852068109989E-11 
91 17  -1.16639568173990003E-12  3.68498397680059968E-11 
91 18  -7.72451548874400018E-12 -3.86246074156679982E-11 
91 19  -9.18520119258360037E-12 -3.38657325628479999E-12 
91 20  -5.08046571915759992E-12  1.99868301922079999E-11 
91 21  -1.72076749142300009E-11 -1.75986474238729984E-11 
91 22   2.56281869917939999E-11  1.68851926967540009E-11 
91 23   2.95705714003610010E-12  5.24533472072300017E-12 
91 24  -2.22624459333749985E-11 -1.54890826745639991E-11 
91 25   1.42528568779080000E-11  3.40611145815460015E-11 
91 26   2.70272251591610012E-11  1.67976231302010014E-11 
91 27  -3.42528052267890020E-11 -3.76319435396110018E-11 
91 28  -4.33030150552669972E-11  7.24857715895629987E-12 
91 29   5.14472993585990020E-11  3.51128912487939987E-11 
91 30  -2.69900322317050004E-11  6.01904714987990034E-11 
91 31   5.62926514235630016E-11  5.42104661526650002E-11 
91 32  -1.67487871222979989E-11 -2.78407416911669996E-11 
91 33  -4.86500324500649973E-11  1.17259009384990004E-11 
91 34  -2.77008969658720009E-11 -2.14634163358809985E-11 
91 35   1.00102093430870001E-13  2.97792900397759976E-11 
91 36  -3.49366150253039996E-12 -1.51041134054549987E-11 
91 37  -1.09040805188229997E-11 -1.18044937094220008E-11 
91 38   4.85413747425719972E-11  2.71655811590910010E-11 
91 39  -2.73570271352870008E-11 -1.34320616132319997E-12 
91 40   2.62946142950070005E-11  9.25909737105689999E-12 
91 41   2.09638649268659986E-12  5.41909756183629993E-11 
91 42  -1.66531245900869995E-12  5.81557852072979974E-12 
91 43  -8.04129729637019969E-11  7.80484361279739978E-11 
91 44   1.79467552453510008E-12  9.64559105238310058E-11 
91 45  -1.22085290781449994E-11 -1.25768594667500001E-11 
91 46  -2.70260794296319985E-11 -5.08171357031200013E-13 
91 47  -4.59004327365829985E-11  4.19361710443269991E-11 
91 48  -8.10687922693939959E-11 -1.08889753796909994E-10 
91 49  -1.07071178606480001E-11  1.17823285061600001E-10 
91 50   9.87451537704010080E-12 -3.32555103130899972E-11 
91 51  -3.60258230340080023E-11 -7.27372634638089994E-11 
91 52   4.75426688249969982E-11  1.26710522837679989E-10 
91 53   1.34998117706389988E-13 -4.13633451044329985E-11 
91 54  -1.58860457101550004E-11 -3.96485465683380024E-11 
91 55  -4.69653900089950028E-11 -1.33048236312690002E-11 
91 56   3.09822164491510001E-11  1.31073064907169993E-11 
91 57   6.16030175281420023E-11  8.01030922900079989E-11 
91 58  -8.69076645998000060E-11 -5.13120811269240030E-11 
91 59  -6.42958553100100054E-11  2.03668928034490001E-11 
91 60   8.90787275686939989E-11  9.18311627197640043E-11 
91 61  -1.34623022781709999E-10 -1.37565078535340008E-10 
91 62  -6.37972038209609993E-11 -6.19800455408479938E-11 
91 63  -1.74441010897720012E-11 -1.59265571630740003E-12 
91 64  -9.05476624100750030E-12  1.47483340745159987E-11 
91 65   6.75846835297950036E-12 -3.59826722420859990E-11 
91 66  -8.18047671172290058E-12 -1.26887508854219997E-11 
91 67   4.73655178510699996E-11  2.77821211491480006E-12 
91 68   3.18863128945090007E-11  3.96187759177830024E-11 
91 69  -1.78526205824519989E-11 -2.01153401978559986E-11 
91 70  -4.35669395293559988E-11  8.56604853713319972E-13 
91 71   1.34635506230429994E-10 -1.28474425888599999E-10 
91 72  -7.37371231665260061E-11  5.67983269796960027E-11 
91 73  -8.78153993594729972E-11 -1.27315700202540012E-10 
91 74   4.22643194262189987E-11  1.12770367886739995E-10 
91 75   1.13175968679519996E-10 -2.13997042072510002E-10 
91 76  -1.57304744560590008E-10  2.74327964058860013E-10 
91 77   1.80881145845080008E-10 -1.82017370770940011E-10 
91 78  -9.70956234604319994E-11 -2.41144650643550009E-11 
91 79   6.89751797099849973E-11  4.23718987610350002E-11 
91 80  -2.25911477771349991E-11 -2.61226162854359997E-11 
91 81   3.08941630428499981E-12  7.79742840738519948E-12 
91 82   5.82892247160389971E-13 -2.19029837824580012E-12 
91 83   3.14074974854330018E-13 -9.13290411685349982E-14 
91 84  -3.49924121194930000E-13  1.60680155788560009E-13 
91 85  -9.12851418604359957E-11 -3.27400402095109990E-11 
91 86  -1.97250837057390000E-11 -5.18949044013769991E-11 
91 87  -1.02690606739630001E-11 -6.51596662654510010E-12 
91 88  -4.09748741546439997E-15  8.62703945900710018E-15 
91 89  -1.41436081146559997E-14  1.26251583057919995E-14 
91 90  -1.65609498847510003E-14 -2.27960325386290001E-14 
91 91   2.61938973772429994E-14  1.79977869339530000E-15 
92  0  -1.16073426247770003E-10  0.00000000000000000E+00 
92  1  -2.13268522954930009E-11 -1.21695883819209999E-11 
92  2   1.16474523289859993E-11  4.25658765952349962E-12 
92  3  -1.55448344468950009E-12 -2.35389259244299997E-12 
92  4   7.41830712402560030E-12 -2.01572892533169995E-12 
92  5   5.45916241576590022E-12 -8.18969460151469962E-12 
92  6  -7.60593433174259934E-12 -1.94672596635289992E-11 
92  7   9.49406962073129975E-14  8.14269639336309977E-13 
92  8  -1.61112189663719988E-11 -9.36175196269569939E-12 
92  9   3.75677951835439974E-11  1.16897333021770004E-11 
92 10   1.17963845087529999E-11  1.25159877032969995E-11 
92 11   2.46749112114079986E-11 -3.78112902251330023E-11 
92 12   1.08955098563879994E-11 -5.42076880407480019E-12 
92 13  -5.07823693243020032E-11  3.30570064680110007E-11 
92 14  -1.20420992104629996E-12 -2.01454019492439986E-11 
92 15  -9.53819221528310071E-12 -2.30928659844429990E-11 
92 16  -1.10461169782589996E-11 -1.16093602552770002E-11 
92 17  -2.77068383963260008E-11 -4.80342788515110014E-11 
92 18   1.78970186331699995E-11  1.01638502319060008E-11 
92 19  -2.60022662779679995E-11  3.68239116568920039E-12 
92 20   1.69664897688119986E-11  6.71078928635200005E-12 
92 21  -9.59557416041599928E-12 -8.69375352883139942E-12 
92 22   6.44372275923779991E-12 -1.76624663127769991E-11 
92 23   5.17291123436439975E-12  1.19878343115819994E-11 
92 24   2.11290788822230005E-12 -1.36787444037839996E-11 
92 25   7.53624372244690011E-12  1.58502591798680010E-12 
92 26  -1.82202964187840012E-11 -1.14451169038079997E-12 
92 27  -2.46173902349540018E-13 -9.96321817829159943E-13 
92 28   3.59519997067760020E-11 -1.84750107907469986E-11 
92 29  -2.56434592524410001E-11  1.10476067762680006E-11 
92 30   5.23924734721719987E-11  2.97586078336339975E-11 
92 31  -8.03073509274879978E-11  6.37879201206779950E-11 
92 32   2.97034685486980024E-13  2.92309163560489969E-11 
92 33   1.94394940634300009E-11  3.67937414515109984E-12 
92 34   1.17580692722319994E-11  2.04272566883759980E-12 
92 35   5.07552690580019986E-11  5.55675928727900003E-12 
92 36  -3.54525525217590000E-11  1.18416844165930010E-12 
92 37  -1.67835959250929994E-11  1.00495932260340004E-11 
92 38  -2.06240630912870015E-11 -2.42437474594919994E-11 
92 39   3.25640823490889975E-11 -1.72261038463939995E-11 
92 40   4.49242413126699973E-11 -3.09861197203150004E-11 
92 41  -3.81084519402369984E-11 -3.83096681659729986E-11 
92 42  -2.80090998773679986E-11 -2.07973225116359989E-11 
92 43   1.65899850043450008E-11  4.99941900598399987E-11 
92 44   2.19612351367020004E-11  1.80866325258590007E-11 
92 45  -1.53619316995259992E-11  1.28475114955299993E-11 
92 46  -1.40382516480150004E-10  6.32896109685169989E-11 
92 47  -1.30501121998060006E-10  1.81052500635350003E-11 
92 48   7.95555948773979953E-11  1.21386726089320004E-11 
92 49   5.42667663278030022E-11 -4.84706254527310006E-11 
92 50  -1.08889491913519995E-11 -6.76089447532559958E-11 
92 51  -3.81413973505169987E-14  9.02747972695399939E-11 
92 52   6.64892791549260030E-11  9.22603567429239915E-13 
92 53   3.96697577878180040E-12 -5.95693350383380037E-11 
92 54  -8.02078494644949939E-12  2.86815260670099985E-11 
92 55   7.31396497608779957E-12  3.67834929934899994E-11 
92 56   7.99894074149559944E-11 -7.49445668121709948E-11 
92 57  -7.28835314042210002E-11  2.06628820918789985E-11 
92 58   3.07213602718459985E-13  2.35054690913950015E-12 
92 59   2.48590826229630013E-11 -7.55844398133350074E-12 
92 60  -3.61663083059989992E-11 -4.79126810865880039E-12 
92 61   7.93948245038760001E-11  1.60082940372919990E-11 
92 62  -1.85705799268089995E-10 -9.28212936015669962E-11 
92 63   5.83497216814010007E-11 -3.90618633787670024E-12 
92 64   2.69366972331599996E-11 -1.41202560750759993E-11 
92 65  -1.82083421701419985E-11  4.08807904949480003E-11 
92 66  -1.63317367492639993E-11  1.28094064784930008E-11 
92 67  -5.00334966138529969E-11 -4.09774696534640015E-11 
92 68   6.32309099696520031E-11 -6.06647685477830027E-11 
92 69  -7.79968962430350024E-12  4.60701199482029973E-11 
92 70   5.75135415637299972E-11  7.77169270954860020E-11 
92 71  -8.98888166014969977E-11 -1.71131418482689988E-10 
92 72  -5.76218236972069987E-11  9.04287254345690013E-11 
92 73   1.42978625839969996E-10 -1.28130758951240010E-10 
92 74   6.79822706572569957E-11  7.33001654673490003E-11 
92 75  -2.59018349518200011E-10 -7.80283403050619989E-11 
92 76   3.61731450377689993E-10  6.42609221050169978E-11 
92 77   2.82273034087659979E-10 -1.92760972380280009E-10 
92 78   9.70036825651909999E-11  1.19482927505300002E-10 
92 79  -3.76583804233009972E-11 -3.92704457517709978E-11 
92 80   9.62967012082619907E-13  6.26441827946150031E-12 
92 81  -2.16893487152420011E-12  3.65845782562390027E-12 
92 82  -1.57172759219560003E-12 -1.82007173859549988E-12 
92 83  -1.87091203900760010E-13 -3.73753823839800012E-13 
92 84  -2.59398799592269983E-13  3.75031930320479993E-13 
92 85  -1.03690020394549993E-11 -1.31179816282830002E-11 
92 86   9.62555413479889935E-12 -1.47676645777780013E-10 
92 87   5.42066744669839957E-13 -1.95302593278299997E-13 
92 88  -2.09319281931250003E-14 -8.08723210430050036E-15 
92 89   7.43997763088199978E-17 -7.90828873584660000E-15 
92 90  -1.80072715898109993E-14 -1.43178026109499987E-14 
92 91   4.89408874192329989E-14 -7.46274652251409957E-15 
92 92  -1.00886895740010003E-14  1.87849835971049992E-14 
93  0  -1.00881668688499994E-11  0.00000000000000000E+00 
93  1  -1.24326849611900007E-11 -1.82411112057630012E-12 
93  2  -1.79167937189260008E-11 -5.71953620083010029E-12 
93  3  -2.32846349254229990E-12 -8.51137867485889954E-12 
93  4  -3.46847999735049989E-12 -3.50884770137749990E-12 
93  5  -3.89191839246030014E-12  3.58570786439999999E-12 
93  6   8.26945952930890045E-13  1.57774878374650007E-12 
93  7   1.18214290149790004E-11 -4.42683617698520011E-13 
93  8   8.60194357187040057E-12  1.47772410906009987E-11 
93  9   2.41422101775770019E-13 -4.92505080592330017E-12 
93 10   4.36453904729999984E-12 -1.77256674588669994E-11 
93 11  -1.14807175736929999E-11  7.66771790414090044E-12 
93 12  -2.73247481319430011E-11  2.79894469421539987E-11 
93 13   7.48293563368919985E-12  2.64139664740360005E-11 
93 14   5.71348109226060019E-11 -1.92178292082120002E-11 
93 15   1.07420229483180005E-11  2.14269816688000008E-11 
93 16   2.33642921004280013E-12  2.58235321424280012E-11 
93 17  -9.65140654327639931E-12  3.73884702174530023E-11 
93 18   2.91081183021899990E-11  2.54665245625419990E-11 
93 19  -1.92737505721250016E-12 -4.82089827516770037E-12 
93 20   4.73850177518589982E-12  8.91853437845609920E-12 
93 21  -4.47073760539960019E-12 -6.81029983756550002E-12 
93 22  -2.93637285088229997E-12 -1.40607160003699993E-11 
93 23   1.44072761906110006E-11  1.47567915450959986E-11 
93 24  -1.71692658214750013E-11 -2.22238192474899993E-11 
93 25  -1.88978079590060003E-11 -4.48230205499639988E-12 
93 26   3.27349247171020003E-11  6.27927503377829979E-11 
93 27   3.11710657279739998E-11 -8.86586498657480050E-12 
93 28  -4.14833058434879969E-11 -3.18065162489099972E-11 
93 29  -7.08352554669620031E-12 -8.10771566047650057E-12 
93 30   1.18041918641060008E-10  3.10989315610899975E-11 
93 31  -7.62217738268340033E-11  1.54550056972009991E-10 
93 32   7.90011981208839925E-12  3.66875926788120024E-11 
93 33  -2.11228280640689993E-12 -9.64164230451849976E-12 
93 34   6.39235796513120016E-15  1.75441829838029984E-11 
93 35  -3.02279777406660028E-11  1.25437170661990008E-11 
93 36   2.18284386364039997E-11  1.72005442320280005E-11 
93 37  -3.67489507389260025E-12 -1.76123194123669987E-11 
93 38  -1.61837479421959997E-11  1.17077577918819999E-11 
93 39   2.27703452082549990E-11  2.53853226603989999E-11 
93 40  -8.94025807307200046E-11  4.55695557475749984E-12 
93 41  -1.80722989727640002E-11 -7.89104344370289961E-12 
93 42   5.60540066364599975E-11  5.83515403553349948E-11 
93 43  -7.13500960303729945E-11  7.66258909025830016E-11 
93 44  -2.73475160305980008E-11 -7.03703032690180041E-11 
93 45   1.72066641858010002E-11  8.03968021035010069E-12 
93 46  -8.51206826850149987E-11  4.13713437087649982E-11 
93 47   6.60817181105080010E-12  7.73026729510800013E-11 
93 48  -8.79978442318640015E-11 -1.13469592355929996E-10 
93 49   3.70049383116670003E-12 -3.16718452789139976E-11 
93 50   5.01631620816819990E-11  1.43351520724509998E-10 
93 51  -1.56145190849859993E-11 -3.48181707535519989E-11 
93 52  -4.78428978327320009E-11 -1.08176269123539999E-10 
93 53   1.41203710367510010E-10  9.99414657965660040E-11 
93 54  -4.21977608545220011E-11 -2.88741593587750016E-11 
93 55   3.71032633143150001E-11 -8.88943160978859943E-12 
93 56  -8.24131238932419990E-11 -4.75057770824609998E-11 
93 57   5.76766648201269993E-11  6.81705320403830018E-11 
93 58   2.79187652390770011E-11  3.18832375587160025E-11 
93 59  -1.00429625106859999E-11 -8.31543640108280048E-11 
93 60  -4.16458628881330012E-11  1.61791506589479990E-11 
93 61   2.36754695269050019E-10  5.51246471468420007E-11 
93 62   2.47015175004220021E-10  1.25711354115639996E-10 
93 63  -4.40693370395320031E-11 -5.64876572969079974E-11 
93 64   5.86508794355550010E-12 -2.40186336750919999E-11 
93 65   2.08836721175390013E-11  3.67442564544470009E-11 
93 66  -5.39703742740380011E-11 -4.26097787906849983E-12 
93 67  -2.98974599669799990E-11  5.97863964721679963E-12 
93 68   3.28717283542990018E-12 -5.76875835719900013E-11 
93 69   3.17953361193830021E-11  1.09563319547739993E-11 
93 70  -4.63519134132809983E-11 -2.47617346470690002E-11 
93 71  -9.55583385409640063E-13  3.72106993925480024E-12 
93 72   1.87821468731860007E-11  8.49840987875630045E-11 
93 73   7.05462495872679952E-11  1.06926107831160005E-10 
93 74  -4.16131283784639992E-11 -1.11231141738530005E-10 
93 75  -1.38316798305899992E-10  2.61436328142560007E-10 
93 76   2.27812740709310004E-10 -3.95494696660830009E-10 
93 77  -3.10718497785069978E-10  3.01428797461730005E-10 
93 78   1.90220167513999993E-10  5.05266231632190018E-11 
93 79  -1.55461762144219994E-10 -9.63989468814139956E-11 
93 80   5.84513613814649955E-11  6.68370946688840036E-11 
93 81  -9.14255110613109934E-12 -2.27966321157220013E-11 
93 82  -1.79690090384680007E-12  7.15255866338160005E-12 
93 83  -1.17089844726609992E-12  4.27099357010120014E-13 
93 84   1.58063030871800006E-12 -8.15421770752189950E-13 
93 85  -4.43581763757249986E-11 -2.40598974184799995E-12 
93 86   1.52277466798950012E-10  3.71497422325269991E-11 
93 87  -3.22280292335419980E-12 -1.56091750846640001E-13 
93 88  -2.51195840185850016E-14  3.31366605218180024E-14 
93 89   5.63506150164640027E-15 -2.80410658271979995E-14 
93 90   1.19650548042590006E-14  1.07453184696719998E-14 
93 91   2.73369493945909988E-14 -2.67640009896260003E-15 
93 92  -5.46233591038380003E-15  1.96910280759309990E-14 
93 93  -1.02083917356059997E-14 -1.06607347889500000E-14 
94  0   4.46043816894989995E-11  0.00000000000000000E+00 
94  1  -3.77961820948790002E-11 -1.11932497275050002E-11 
94  2   6.42141895680490038E-12 -1.07865007948109993E-11 
94  3  -2.30578475753380008E-12  5.58884678573380028E-12 
94  4  -8.13942144518430078E-12 -3.41502049339780019E-12 
94  5   1.77799095529580004E-12  1.23112414351079992E-11 
94  6  -1.15100399334239997E-11 -4.15785832894650017E-12 
94  7   7.09767392583900008E-12 -2.58228905843419985E-12 
94  8  -1.82119256678039991E-11 -9.44220928521020049E-12 
94  9  -1.47451884144779989E-11 -8.10781325644609999E-12 
94 10   2.10857573721879988E-11  1.04731000653649993E-11 
94 11   4.05044898400570010E-12  1.03629700084099996E-12 
94 12   2.55042772499120003E-11 -5.98263170530660033E-11 
94 13  -1.44818925920119993E-11  9.20066952069800079E-12 
94 14  -6.13426836662959958E-11 -1.44754199024620002E-11 
94 15   4.57814689488619988E-11 -2.91121235946429988E-11 
94 16   4.28557704833079984E-11 -8.79260949884099975E-13 
94 17  -1.24109189451699999E-11 -1.49989045462670010E-11 
94 18  -3.58456395148779993E-12 -1.87599434700599987E-11 
94 19  -1.18824511673230005E-11 -2.22466561009339994E-12 
94 20  -1.57743653894259989E-11  9.45201743286559994E-12 
