# THALASSA - GRAVITY FIELD FILE
# Contains normalized spherical harmonics coefficients and physical constants.
# Body:                              Earth
# Model:                             GRIM5-S1 (static)
# Max degree:                        99
# Max order:                         95
# GM [km^3/s^2]:                     3.986004414498200E+05
# Ellipsoid semi-major axis [km]:    6.378136460000000E+03
# 1/flattening:                      2.982576500000000E+02
# Angular velocity [rad/s]:          0.729211585530660E-04
# Normalized spherical harmonics coefficients:
#l  m                      Cbar                     Sbar
46  1   2.85964139199360004E-09 -2.23507402740120012E-09 
46  2   3.39042719341919980E-09  1.34607547315870006E-09 
46  3  -2.95817914750539983E-09 -9.59107671857830049E-10 
46  4   1.29310211040619997E-09 -4.26295275110820002E-09 
46  5   1.11921957362610000E-09  7.22322070504069971E-10 
46  6  -1.96041285920509988E-09  1.70619487086419990E-09 
46  7   9.62069501353910009E-10  1.55824067859409996E-09 
46  8   8.20626430199759990E-10  6.48064533017759964E-10 
46  9   7.81741092794730023E-10 -1.40393739872009988E-10 
46 10  -1.78975309273629988E-10 -1.29732162572580004E-09 
46 11  -1.08805857367959994E-09 -5.97553197617870027E-10 
46 12  -1.03746020214130003E-09 -5.95785091189340048E-10 
46 13   5.00861096597739984E-11 -4.02626385322939965E-09 
46 14  -1.00821822103270004E-09 -2.05687011868340006E-09 
46 15  -8.70268082671599986E-10 -2.78331987816299993E-09 
46 16   3.19846005672119998E-10  4.79745594961179964E-09 
46 17  -1.57695656132120005E-09  1.55934856761059992E-09 
46 18   2.95315968552689989E-09 -1.21707424893120006E-09 
46 19   1.33708545866699991E-09  3.36823897442710011E-10 
46 20  -2.43690831009730015E-09 -6.83644239088069973E-10 
46 21  -2.82668646312790018E-09  8.62212460603510005E-10 
46 22  -1.57121899022439999E-12 -2.36278215099520007E-10 
46 23   3.15130974435069998E-09  1.21683327623849993E-09 
46 24  -3.33086657268790016E-09  1.53119661277680007E-09 
46 25  -1.53944997561609993E-09 -6.42597542380839997E-09 
46 26   2.26981594116830001E-09  6.88250823882540029E-09 
46 27  -1.09957598466919997E-09 -2.78124270198599979E-10 
46 28   3.68586742049389982E-10 -2.40234168463820005E-09 
46 29  -3.18951705306789983E-09 -2.73978978196039981E-09 
46 30  -5.15370811379510014E-09 -7.00222903153690007E-09 
46 31   8.07318109263850011E-10  7.86873062055350031E-10 
46 32  -8.19072347695909983E-10 -3.42955991141749982E-09 
46 33   5.45813890739990026E-09 -9.18023863877710039E-10 
46 34   2.86192461707809999E-11 -8.44463153785489988E-10 
46 35  -1.98978498508289994E-09  4.19522300988330000E-09 
46 36   9.39318375303520063E-12 -1.73082610278420004E-10 
46 37  -5.37312147227319974E-09  2.37807859572710020E-09 
46 38  -4.84993269748289958E-10 -2.35432920979200013E-09 
46 39   3.77965404273159986E-09  1.42209498590949995E-09 
46 40   4.47832234698869988E-10  2.53062010423549987E-09 
46 41  -1.33759537542810007E-09 -2.51891231303639980E-09 
46 42   1.66359449988480003E-09  3.65018271544650020E-09 
46 43  -3.29267949607750012E-09  9.79290661036549993E-09 
46 44   2.17587883173829989E-09 -1.91357655826899998E-09 
46 45  -2.03894056462690011E-10  2.10369137059640002E-09 
46 46   3.29607516627550002E-09 -5.68873238026239980E-09 
47  0  -1.42172834056370007E-09  0.00000000000000000E+00 
47  1  -1.06839937304269996E-09  2.94965866594160004E-09 
47  2   3.49596536691089992E-09 -1.09338064467139990E-09 
47  3  -1.03913216588579994E-09 -3.42387849386300027E-11 
47  4   7.94365421836630045E-10 -5.78148668550060007E-10 
47  5   2.50979067102540014E-09  6.21378438867609964E-10 
47  6  -1.14393581280890004E-09  3.57664299584590009E-10 
47  7  -3.57919923089190004E-10 -9.71349817980659997E-10 
47  8   3.44662966155590011E-09 -8.49780899611129948E-11 
47  9   3.74121834602889977E-10  3.82995188330480016E-10 
47 10  -4.09864004135720000E-10 -2.63591401841110016E-10 
47 11   1.02092968267019995E-09 -1.41498532138280003E-09 
47 12   3.84055958495390033E-09  4.41669594076509985E-09 
47 13   1.11429251742479996E-09  4.11349471135169989E-10 
47 14  -2.40944337704029976E-10  9.35406314129880031E-10 
47 15  -2.44701952164600011E-09 -5.82546680563140028E-10 
47 16   4.99072436564749963E-10 -7.23232311330480048E-10 
47 17  -9.08622646415150008E-10  1.18403453360860004E-09 
47 18   7.70957185093029969E-10  2.93551667546919999E-09 
47 19   2.28614730661960010E-09  1.12864620402389997E-09 
47 20  -1.94107959444819985E-09 -7.47542655048960018E-10 
47 21  -1.36387322497179992E-09 -1.58159011045370008E-09 
47 22  -2.46898834541520015E-09  3.67705717697910008E-10 
47 23   2.91167948700599994E-09 -1.16554222626570005E-09 
47 24   9.96616363880130065E-10  1.97076204496469990E-09 
47 25  -3.13152447245950018E-09 -5.17710287129780006E-09 
47 26   7.10827084497989976E-09 -1.77488415736720002E-09 
47 27  -2.06292535199379995E-09 -2.01846441631270006E-09 
47 28  -3.96249351111130005E-10 -1.59918778114179997E-09 
47 29   4.48454038838159982E-09  1.98670419383849981E-09 
47 30  -1.47550031973149997E-09  1.59431787543989990E-09 
47 31   2.12065036400889989E-09  3.70408609442410016E-09 
47 32  -1.41561975377349998E-09  2.69471203267820014E-09 
47 33  -2.76214888689660015E-09  1.84577129388259997E-09 
47 34   1.82561830519030008E-09  1.32904779756950006E-10 
47 35  -1.28934106542470007E-09 -2.58268097664859983E-09 
47 36   5.00182940338110003E-09 -1.22568194141979990E-09 
47 37   4.65696837115679996E-09  1.67864620914779992E-09 
47 38   3.00520964621660006E-09  9.67838305327249956E-11 
47 39   1.52093152366269991E-09  4.45071529720290020E-09 
47 40  -3.63403473399080017E-09  2.05565860954380009E-09 
47 41  -7.93474759926890012E-10  2.17706132809169997E-09 
47 42  -7.56130497468130020E-10 -2.68820675085300019E-09 
47 43   2.59644535220340011E-09  3.38181631874449985E-09 
47 44  -7.09431184130289963E-09  5.34717200871879971E-09 
47 45   7.45593999242989925E-09  1.41726081219430008E-09 
47 46  -1.00701544512079999E-09 -1.60481265763100004E-09 
47 47  -1.42937798470040004E-09 -1.01122681085999992E-09 
48  0  -3.70165568883629982E-09  0.00000000000000000E+00 
48  1  -1.09158156499550005E-09 -7.46063444955960024E-10 
48  2   8.52756143745109989E-10  1.72779634248130010E-09 
48  3  -2.94507886407099980E-09  9.68497867244380075E-10 
48  4   1.91897316197300004E-10 -2.89393898615889985E-09 
48  5   2.15438752879419980E-09 -4.49300171119450015E-10 
48  6   4.87955450762590044E-10  4.02482531682120021E-09 
48  7  -1.16052720762660004E-10 -3.59514514254700028E-11 
48  8  -1.72087510474549996E-10 -2.47184339755480000E-10 
48  9   4.28179596137349994E-10  1.86431984280260014E-09 
48 10   3.07804831008229998E-11 -1.84844828246930008E-10 
48 11   4.30907681936040024E-10 -5.90751718753779990E-10 
48 12   2.14053671512750005E-09  6.07092365491560049E-10 
48 13   9.02894371314069977E-10 -5.12950710116030000E-10 
48 14   8.67846488028250023E-10  1.36067082438140008E-09 
48 15  -4.72310575431930010E-10  3.96200807021279990E-10 
48 16   1.78108367064350012E-10 -1.70849510644819996E-09 
48 17  -1.52730849009560002E-09 -7.63625037496189953E-10 
48 18  -5.57207530856819983E-10  2.18112865572999992E-09 
48 19  -7.86674617738339972E-10  2.07362581532749991E-09 
48 20  -3.47505510661539999E-10  2.27081865714459987E-09 
48 21   7.73077712192460015E-10 -8.05708627758760024E-10 
48 22  -2.99631553334989991E-09  1.28622867416719994E-10 
48 23  -6.68780680794990021E-10 -4.10193257636859981E-09 
48 24   1.58693230490370010E-09  2.72047739090779997E-09 
48 25  -2.84109153114859999E-09  1.51912076592179996E-09 
48 26   2.80792002565959999E-09 -8.08249723343769978E-09 
48 27  -5.49720807551999974E-09  3.57378676829139993E-09 
48 28  -1.26243535533119999E-10 -3.88383359052480007E-09 
48 29  -4.64925649528240027E-11 -3.70474558883189985E-09 
48 30   8.88049745528249999E-10  2.75365139382690012E-10 
48 31   1.52452227753120010E-09 -3.15142258085289991E-09 
48 32   2.30412192138110001E-09  1.46576479776720005E-09 
48 33  -2.08844293230489980E-09  9.66252816553209936E-10 
48 34   1.63885745201340009E-09  2.25223522778800005E-09 
48 35  -3.63288994117460019E-09  4.12228745493609975E-10 
48 36  -1.13638040998999998E-10  7.42146109351570023E-11 
48 37   2.61334727527910008E-09 -2.18187613814750016E-09 
48 38  -3.92759320472210018E-09  3.92420409650779960E-09 
48 39   4.08055432520500024E-09 -3.53597044161829991E-09 
48 40  -2.97616196846599984E-09  6.57244596747190012E-10 
48 41  -9.21719662273709951E-10 -3.45625654221100012E-09 
48 42   1.85255431223420010E-09  8.79487216770760045E-10 
48 43   1.59953592340689996E-09  3.86597939754820000E-09 
48 44  -1.70215912129639990E-09 -1.70803261020749990E-10 
48 45   2.71813368233410005E-09  4.73193148674089974E-09 
48 46  -3.09642170856990017E-09  7.39531870661229990E-09 
48 47   4.43385094411559991E-09  3.21631341195369982E-09 
48 48  -3.13137647528220022E-10 -1.75986569652179994E-09 
49  0  -4.94010218214979994E-10  0.00000000000000000E+00 
49  1   2.34136404390929991E-09  9.60592322636579973E-10 
49  2   1.43691086493879999E-09  2.14898574282999988E-10 
49  3   1.76679853458819990E-10  6.69084253188999988E-10 
49  4   1.76269934847289997E-10  4.66987952879190022E-10 
49  5  -1.95059265822180001E-10 -5.09899125049759978E-10 
49  6   5.56030710647909986E-11  4.13051148473220000E-10 
49  7  -6.01419407772049958E-10 -1.54628997481330000E-09 
49  8   2.25079098166510016E-09  1.54166663490800006E-10 
49  9   1.37990797483150002E-09  1.96214078479110018E-09 
49 10  -4.05960908737299988E-10  2.64814480832440023E-10 
49 11   2.98461998458400023E-10 -3.06507150791400016E-10 
49 12   2.16822186394050005E-09  2.45425691619399982E-09 
49 13   5.79634869763950027E-10  2.25693525605139983E-09 
49 14  -1.22766399666480003E-09 -7.32995573440460027E-10 
49 15   6.20524749297510049E-10  1.12040673527780002E-09 
49 16  -1.53197471121640003E-09 -2.70636636128239997E-09 
49 17   7.75168132283829997E-11 -6.69744131988550049E-10 
49 18   7.10736752330550012E-10  3.30551441766739982E-10 
49 19   1.90851313207959999E-10  3.89100348537929976E-10 
49 20   1.81250728771820005E-09 -1.16090267056579996E-10 
49 21  -1.11880238346550002E-09  1.47023391096390012E-10 
49 22  -1.48030661917829994E-09  8.15593665500949950E-10 
49 23  -1.50081485260209990E-09 -1.19402692242789999E-09 
49 24   4.48830244774529989E-09 -4.14555977059750007E-10 
49 25  -3.77798567752590019E-09  5.07064284996289997E-09 
49 26  -4.88361340780469982E-09 -3.14469820949239999E-09 
49 27  -1.25349437697039998E-09  3.55353994539940021E-09 
49 28  -4.04063775361859995E-09 -8.46325671544809939E-09 
49 29   4.80963823662980042E-10 -1.66469691864639997E-09 
49 30   3.15315435615490014E-09  2.21802854308819998E-09 
49 31  -7.98949947854889993E-10 -3.37639528254380011E-09 
49 32   5.17127840124239991E-10 -2.62181587355270015E-09 
49 33   4.17653569735820020E-09 -1.47168432413889998E-09 
49 34   2.34728900851610002E-09 -1.38623319078500001E-10 
49 35   3.50043701662410006E-09  1.61209073630699999E-09 
49 36  -3.93233287659580004E-09  2.62012250966459983E-09 
49 37  -2.28792507503659991E-09  2.98349727926870013E-09 
49 38   9.76078906604199945E-10 -1.54845701536770007E-09 
49 39  -2.70549596621240000E-10 -3.71334367470399988E-09 
49 40  -1.16918883970899990E-09 -3.70724773681870023E-10 
49 41  -9.18656390678799979E-10 -4.39606664492310027E-09 
49 42   2.14565408854239997E-09  6.31214981546999996E-10 
49 43   4.20831070681070007E-09 -2.59904007710620013E-09 
49 44  -4.97478840975219989E-11  4.00543850056359963E-09 
49 45   1.35939174091049992E-09 -9.62527324967890048E-10 
49 46   1.24188380938530003E-09  1.11883127464929997E-09 
49 47   1.09631364663400009E-09  1.25793100651910008E-09 
49 48  -5.70987042459279985E-11  1.36125789024399990E-09 
49 49   1.81918341062969994E-09  2.34139565598909996E-09 
50  0  -5.19001790597250002E-09  0.00000000000000000E+00 
50  1  -2.19257488321369990E-09 -2.44421382964429991E-10 
50  2  -9.73285794626330092E-10  6.59813289843629977E-10 
50  3  -4.36499258020720011E-10  1.06261749288130001E-09 
50  4  -1.47099090536670003E-09  4.60317541978910005E-10 
50  5   3.32622854685139992E-10 -2.60037139954239998E-10 
50  6   1.08794747682100004E-09  6.74050834773320005E-10 
50  7  -4.51387488334270021E-10 -1.87123203942330012E-10 
50  8   1.39881529417350007E-10 -5.15589032941620000E-10 
50  9   1.94988870387960009E-10  7.64220958849910007E-10 
50 10   3.63920891333409983E-10  5.04652492169459969E-10 
50 11  -1.50026572481290008E-10 -3.30184334743219995E-10 
50 12   6.32581932920630003E-10  1.31983680956229988E-10 
50 13  -1.41383197733019992E-09  1.48785840119660007E-09 
50 14  -1.39635899233600000E-09  3.31733789735989984E-10 
50 15   8.61643618558079984E-10  2.09065725283320015E-09 
50 16   6.93019888203679980E-11 -2.96672838169400010E-09 
50 17   6.15747556501749979E-11 -6.12456972306009995E-10 
50 18  -6.06669178807089960E-10  4.26060424687929990E-10 
50 19   2.51562244862740007E-10  1.40406730866520000E-10 
50 20   8.42833866180310040E-10 -5.20646404187520008E-10 
50 21   7.45958993932090025E-10  1.93139117576850006E-10 
50 22  -1.45641277675779995E-09 -8.75939001194019982E-10 
50 23  -1.53748327127459996E-09 -1.67220153142349994E-09 
50 24   3.77343588013470016E-09 -1.16515016349689998E-09 
50 25   2.26930156519860012E-09  3.43712740988570012E-09 
50 26  -6.09696326615210002E-09 -5.67792836166340044E-10 
50 27   6.34912624991859966E-09 -2.40517677164650016E-09 
50 28  -1.79343554422680002E-09  5.07688509335259991E-09 
50 29   4.34002464488200019E-09  5.54112709478160018E-10 
50 30   3.55900995875130006E-09  2.35368563234640011E-09 
50 31  -1.84185724438290002E-09  3.91761423617720005E-09 
50 32  -1.23366862781110002E-09  2.50429853103889996E-09 
50 33  -9.24470048761449988E-10 -1.86465106390439996E-09 
50 34  -2.32041856228039998E-09 -1.86543553408819983E-09 
50 35   9.05255888681839953E-10 -1.92749324640909991E-09 
50 36  -1.31244161005699999E-09 -3.53754432979999975E-10 
50 37   8.77146874270789989E-10  2.09001703249360005E-09 
50 38  -8.72198997656179949E-10  2.09850113885870006E-11 
50 39  -1.48436138028170006E-09  3.77944035689419972E-09 
50 40   3.79612617929329963E-09  1.80744234608330005E-09 
50 41  -3.68513390938260016E-09 -1.28049396688809990E-09 
50 42   4.16817343576879964E-09  8.62328940079349981E-10 
50 43  -3.60109847014849992E-10 -2.12266094610509982E-09 
50 44  -1.83463133276129994E-09 -3.37418774356809979E-10 
50 45   2.20284002634109999E-10  6.19747213014490000E-10 
50 46  -2.31772058723050013E-09  2.78518657108569999E-09 
50 47  -5.37639661248809989E-09 -6.68910637148700029E-09 
50 48  -4.98317984606670046E-10  1.54000624679060000E-09 
50 49   4.63913639255509972E-09 -5.42180989485350007E-09 
50 50   2.90717906231700014E-09  1.56885263460629994E-09 
51  0   4.07688442144439986E-10  0.00000000000000000E+00 
51  1   1.79086365006820009E-09 -9.62520049898230022E-10 
51  2  -2.98381344704110001E-10 -6.05090294254089983E-10 
51  3  -3.02578555972260004E-10 -2.32579139065720004E-10 
51  4   6.48615975524110052E-10  3.28401309830649987E-10 
51  5  -8.61538055255669973E-10 -1.10875946453430000E-09 
51  6   1.00098457885740004E-09  7.37551298117030044E-10 
51  7  -1.93649335566940000E-09  1.83324355912010007E-10 
51  8   1.82572008043790003E-09  3.72324213063119977E-11 
51  9   7.34740941398199972E-10  1.04003847947079997E-10 
51 10   7.21864535787060042E-10 -1.37814207609379995E-09 
51 11  -6.38510144738909978E-10  1.26992611240300002E-09 
51 12  -2.22446308692519999E-09 -1.22340070711379995E-09 
51 13  -1.70581812798059999E-09  5.04766376672579969E-10 
51 14   3.03897964809539997E-10  2.82991545168690022E-10 
51 15   1.90422073307799987E-09  1.48125994156840005E-09 
51 16   3.06677348328489979E-10 -3.40041451797320000E-10 
51 17   7.19919494021020016E-10 -8.16223345145189958E-10 
51 18  -8.58924362350770013E-10 -1.51549242745989995E-09 
51 19  -1.22671870283170009E-09 -7.25081442143509979E-10 
51 20   2.22378482024700018E-09  1.98792132087310008E-10 
51 21   1.02701070030459992E-09  8.56222341222359996E-10 
51 22  -5.32893657095160039E-10  1.51719243650149990E-09 
51 23  -1.40095753387130003E-09 -2.58025175274549982E-10 
51 24  -9.23968866668470006E-10 -1.50373259512110009E-09 
51 25   6.47048047814860005E-09  7.80699703490549994E-10 
51 26  -1.85781501559279994E-09 -6.59894244372999962E-10 
51 27   4.41172109067920031E-09 -3.11551389385359985E-09 
51 28   1.23040630982959996E-09  4.27712242898929994E-09 
51 29  -6.32571412459859979E-10 -6.43841970207670009E-10 
51 30   9.69793404105370060E-11  8.24796982285830051E-10 
51 31  -1.64122801974120000E-09  3.16812738222810012E-09 
51 32  -1.69700513892919999E-09  2.04273692168579998E-11 
51 33  -2.65479549051659988E-09 -7.10906865666050040E-10 
51 34  -3.54860245505979999E-09 -3.04534047152849998E-10 
51 35   1.29867645996040003E-09 -4.11363555706570007E-10 
51 36  -2.51733238583730014E-09  2.45810708292019998E-09 
51 37   1.84991513281489989E-10 -3.10726528254690010E-09 
51 38   2.94761525971349998E-09 -4.94572478260710036E-10 
51 39   2.11649066145729996E-09  1.74809693149019996E-09 
51 40  -2.93547899741960012E-09  8.17530755012100020E-10 
51 41  -1.02381137446930005E-10  3.41279942541479992E-09 
51 42   6.93522069278729957E-10  3.32083162596709997E-09 
51 43  -1.64326753581579999E-09  1.69220779689280006E-09 
51 44  -9.98419217417939941E-11 -1.44236805734980006E-09 
51 45  -2.26191295949870006E-09 -1.93878746170259985E-09 
51 46   4.68576380592400030E-10  7.59094675590260010E-10 
51 47   1.04256666734009993E-09  1.49526608789580012E-10 
51 48   3.12540533168660012E-10 -5.00537296348389967E-10 
51 49  -2.77373127620270002E-09 -3.33481377221940006E-09 
51 50  -2.59197891320859997E-09  5.99118917378900015E-09 
51 51   1.45202187979610000E-09  7.53765571828779999E-10 
52  0  -3.57348265456370016E-09  0.00000000000000000E+00 
52  1   1.57569393129670001E-09 -5.38318003248909994E-10 
52  2  -1.52567983839800004E-10 -7.64514627593580045E-10 
52  3   1.54694302994159990E-09  2.49030544423019980E-10 
52  4   1.81092221302770000E-10 -2.10533569416850013E-11 
52  5  -4.36208379140299978E-10 -1.32732069387879992E-09 
52  6   6.30352064395969966E-10  3.21742075649850002E-10 
52  7  -9.42374418564499977E-10  5.42876111265890049E-10 
52  8   2.25277740679839991E-09  6.22760371585300042E-10 
52  9   6.56198270541180036E-10  7.27814955672730033E-11 
52 10  -3.58124473067440013E-11  3.09306324949929989E-10 
52 11  -4.20641225479949976E-10  2.51973071454750018E-10 
52 12  -7.65068930883829990E-10 -4.85135212750889997E-11 
52 13  -1.05136389431889996E-09  3.59850451028309984E-10 
52 14  -4.51031627478209999E-10 -6.13679987899849999E-10 
52 15  -9.91334243638219916E-10  3.72374814690719983E-10 
52 16  -2.38041786921589996E-11  1.25998169870089998E-09 
52 17   5.92850966425010028E-10  4.36398391494349987E-10 
52 18  -1.35657254610940002E-11 -1.00012025126379997E-09 
52 19   1.96057363938159984E-09 -1.45421050839489995E-09 
52 20  -4.92712135409420019E-10 -1.73267972250229999E-09 
52 21  -8.65434839811360046E-10  3.68359505232740009E-10 
52 22  -6.47480913147379985E-10  5.05004033014320018E-11 
52 23   8.00608051260319976E-10  2.26016682449340014E-09 
52 24   2.45783837998349990E-10 -3.51399473500050011E-10 
52 25   2.23267093422270007E-09 -2.16582557591129991E-09 
52 26  -8.29565823536229949E-10  4.57791309949930025E-09 
52 27  -1.70697484850680007E-09 -5.38436866557900020E-09 
52 28   1.88868119320360006E-09 -7.57430383243140031E-10 
52 29  -4.52968812028089999E-09 -4.61922302365569981E-10 
52 30   7.05727869244109975E-10 -8.18628135859070038E-10 
52 31  -1.32925014410039999E-10 -3.07523431007549999E-09 
52 32  -6.10988000832229992E-10 -3.04177533714150011E-09 
52 33   2.10151553345729995E-09 -1.30228035806249994E-09 
52 34   2.59088933541020007E-09 -6.29219303932410024E-10 
52 35   2.27943470612370007E-09  3.42090827681800009E-09 
52 36   2.13351258468610000E-10  5.07863286082459959E-09 
52 37  -6.41180460320900039E-09  1.00516080399539994E-09 
52 38   1.15799842106269995E-09 -9.55945955239319962E-10 
52 39  -1.41911698459940001E-09 -2.86131734526850020E-09 
52 40  -4.36000983358089960E-09 -1.35916343277300003E-09 
52 41  -3.22376681492520002E-09 -2.86013258405539982E-09 
52 42  -3.95097637542399998E-09 -4.16297920495519959E-09 
52 43   1.86111511393639993E-09 -4.48489267099289995E-09 
52 44  -1.18213834934629995E-09  8.04566069212389963E-10 
52 45  -2.72461884907569996E-11 -1.90072526220370003E-09 
52 46  -9.29437988201569956E-10 -2.63820095746180020E-10 
52 47  -1.79537589780350005E-09 -2.04635274719709986E-09 
52 48   7.45394682784899998E-10  1.26042291891109991E-09 
52 49  -2.78846279056869983E-09  4.29824260336279963E-09 
52 50  -3.85565389519489998E-09 -2.55753337517870017E-09 
52 51  -6.52571829077929979E-09 -1.98462348093459985E-09 
52 52   3.63327053001770010E-10  8.19206321262919975E-10 
53  0   1.36840505417080006E-09  0.00000000000000000E+00 
53  1  -6.64722858773960007E-10  3.30335315637789995E-10 
53  2  -4.64882376187330007E-11 -7.54343942454799996E-10 
53  3  -7.32425510692989975E-10 -2.09874455283879999E-10 
53  4   7.59931638102649969E-10  4.26489911739980007E-10 
53  5  -8.41127930423699954E-10 -1.74945940081149995E-10 
53  6   8.10765267290659968E-10 -3.13169129539409981E-10 
53  7   5.58551978929050016E-10  3.72487437040889979E-10 
53  8  -1.08465970952190003E-10 -4.38912028345829991E-10 
53  9   1.57214347024729987E-10 -8.77539487133640045E-10 
53 10   4.63610037457789983E-10 -8.98756184083030039E-10 
53 11  -8.21653921209960007E-11 -7.75836719291160033E-10 
53 12  -9.71608339202270084E-10 -1.14490947219700003E-09 
53 13  -1.99662721677210001E-10 -5.65947841636589962E-10 
53 14   9.77014763518610047E-10  1.35235206637569998E-09 
53 15   1.56942347959470005E-09  1.01558117418319997E-10 
53 16   5.90118624922020031E-10  1.14883110020210007E-09 
53 17  -6.84509147023600059E-11 -2.45332730676840000E-10 
53 18  -2.10109183457999991E-10 -1.00922304087960006E-10 
53 19  -6.70203943657780050E-10 -9.28168385967380027E-10 
53 20  -3.74110859216040007E-10 -2.86835387433999974E-10 
53 21   5.57275815706289957E-10 -3.10689563327789991E-10 
53 22   2.57572133802400019E-10  1.21264642471790002E-09 
53 23   7.49574429174460011E-10 -2.13885819744909999E-10 
53 24  -2.37873194377370019E-09  8.48864199055859976E-10 
53 25   7.52175800783109967E-10 -3.55054635812659993E-09 
53 26   1.83318663509869997E-09  3.83414974023910040E-09 
53 27  -2.91680045398729990E-09 -1.49331762398959995E-09 
53 28   2.15069459279190013E-09 -5.65146972352659967E-10 
53 29   2.59596550117710024E-10  1.54529346749270006E-09 
53 30  -3.07571215279420017E-09 -1.60423644436140004E-09 
53 31  -2.75250090381989990E-11  5.76534632588540050E-10 
53 32   1.63255648294320005E-09 -1.01440617071650004E-09 
53 33   7.45320978532039985E-10  5.87599382052910024E-10 
53 34  -1.78359853206829997E-09 -7.16083955338160029E-10 
53 35  -5.45376675366310014E-10 -2.46646022970160015E-09 
53 36   1.61739172036819995E-09 -9.47702459553489915E-10 
53 37   1.61072611141049986E-11  2.03127512482929984E-09 
53 38   1.37468906456710000E-09 -2.56628745622220006E-09 
53 39   2.01503771790339999E-11  1.41162714974150000E-09 
53 40  -3.61836718016850024E-10  6.26605600079680048E-10 
53 41   2.05175309220740011E-09 -2.62560375124409998E-09 
53 42   3.02674179567689985E-10  1.99249857267879994E-09 
53 43  -2.85536716094539992E-10 -1.09134714874900004E-09 
53 44  -9.43731383286809973E-10 -2.89443197901399992E-09 
53 45  -3.89590022790439970E-09  1.25111316072029988E-10 
53 46  -9.66576327791850014E-10  3.84372630746740005E-10 
53 47   1.14160900910669996E-11 -1.06087197229500004E-10 
53 48  -1.62070847003619994E-10 -5.26465279564970007E-10 
53 49  -1.72015894125270002E-10  1.76830153619820007E-10 
53 50   1.83927446006400001E-09  1.86829668614240003E-10 
53 51   3.00728644011550019E-09 -3.64135976344380000E-10 
53 52   5.39453740119240015E-09  1.01013338012179993E-09 
53 53  -1.35161024855210008E-09 -1.20344922594389996E-10 
54  0  -3.31741012021040015E-09  0.00000000000000000E+00 
54  1   2.23107329712060005E-09 -6.86307395236620037E-10 
54  2   5.78552771339100015E-10 -7.43412969300769976E-10 
54  3   1.82646640413039992E-09 -4.67702644371299973E-10 
54  4   2.30438677747959987E-10 -4.52298081743449981E-10 
54  5   4.01952440455210007E-10 -1.15405723555149996E-09 
54  6  -3.85175699425949974E-10 -1.35866277743879996E-09 
54  7  -6.74401703887949979E-10  1.79476070922629995E-10 
54  8  -2.44956165354290015E-10  2.60163238364540026E-10 
54  9   2.90179692096870003E-09  1.00993930476960004E-09 
54 10   3.76049814098059979E-11 -2.16461153275539996E-10 
54 11  -1.54131668836500012E-10  4.32314419514929989E-10 
54 12  -3.01966801647139996E-10  4.77762598592809972E-10 
54 13   2.97303601700200015E-10  2.78506828236470006E-10 
54 14   1.09246114896330004E-09  9.99274422078520052E-10 
54 15  -3.42668853673019991E-10 -5.29190989014599976E-10 
54 16   6.08981782736140036E-10  1.80683052004779997E-09 
54 17  -3.45165780574299999E-10  2.05094667900200006E-10 
54 18   8.70382314017300045E-10 -5.37104932732100029E-11 
54 19   1.04167198533599997E-09 -1.82503396268800003E-10 
54 20  -5.97146677839460020E-10 -3.01218152010660020E-10 
54 21  -8.32006428288000027E-10 -5.40330610557520004E-10 
54 22  -8.97922582896220044E-10  6.27375708055739966E-10 
54 23   1.14032622219190004E-09  1.21448872722579994E-09 
54 24   1.57654903399720009E-09  2.12273776068770018E-09 
54 25  -1.55467372865649991E-09 -1.39621111064650003E-09 
54 26   3.45563783982409980E-09 -1.44869370117320001E-09 
54 27  -3.75798700638030012E-09  3.65176923687960013E-09 
54 28   9.16539019359069958E-10 -3.14255491890959983E-09 
54 29  -1.09630040020230005E-10  7.30178072501480034E-10 
54 30  -1.97553309192990006E-09 -1.12451880952579993E-09 
54 31   1.50169426043060000E-09  1.76407360396689988E-10 
54 32  -1.01662449687529994E-09  9.60408685365019998E-11 
54 33  -1.20766097264030005E-09  2.11400281071459993E-09 
54 34  -2.21363843871439992E-09 -9.09355764418390059E-11 
54 35  -4.69896041131349996E-11 -2.48193836876130012E-09 
54 36  -7.12314218438960025E-10 -3.22408753575840019E-09 
54 37   1.59757652458820003E-09  1.09328688087260008E-09 
54 38  -1.36444161446769992E-09 -1.91016329883800001E-09 
54 39   5.75170832218800040E-09  2.61720740449749979E-10 
54 40   2.82785119897440014E-09 -1.19917777226839992E-09 
54 41   2.76014663230530016E-09  2.21950024687330000E-09 
54 42   3.44382037881510000E-09  3.95877041857619984E-09 
54 43  -4.86276948970329978E-10  1.11815109857269990E-09 
54 44   1.93939613386890009E-10 -1.16770519557200004E-09 
54 45  -2.71944199860450007E-09 -2.56102939069870020E-09 
54 46   9.88187352366820013E-10 -8.11070014990800032E-10 
54 47  -8.76546247197140041E-10  8.65467727203539988E-10 
54 48   1.95506293308140008E-09 -6.02270653181669969E-11 
54 49  -8.45937746957689970E-10  1.28554315260139996E-09 
54 50  -6.13801100322100025E-10 -8.53917802350769966E-11 
54 51   2.73347885585860016E-09  1.66362388434780007E-09 
54 52   5.90140171676360014E-10 -2.78880221835220007E-09 
54 53   8.40991427201359994E-10  2.82485125250460012E-09 
54 54   1.16982101392139998E-09  9.03994603480369992E-10 
55  0   4.76640702027280028E-10  0.00000000000000000E+00 
